,date,stars,text,review_id,business_id,business_name
0,2017-04-24,3,"['french', 'onion', 'soup', 'wa', 'watery', 'with', 'little', 'taste', 'we', 'sent', 'it', 'back', 'and', 'were', 'refunded', 'the', 'cost', 'the', 'wait', 'staff', 'also', 'forgot', 'that', 'we', 'were', 'there', 'for', 'a', 'birthday', 'and', 'didn', 't', 'bring', 'out', 'a', 'candle', 'for', 'dessert', 'on', 'the', 'plus', 'side', 'my', 'trout', 'wa', 'wonderful', 'and', 'my', 'wife', 'enjoyed', 'her', 'scallop', 'we', 've', 'been', 'a', 'number', 'of', 'time', 'but', 'this', 'last', 'meal', 'ha', 'tarnished', 'that', 'must', 'visit', 'image', 'pricing', 'is', 'reasonable', 'for', 'vega', 'and', 'reservation', 'can', 'usual', 'be', 'booked', 'same', 'day']",185E0cpQpDRUO4JRGu3fXQ,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
1,2015-02-10,2,"['other', 'than', 'being', 'right', 'across', 'the', 'fountain', 'of', 'bellagio', 'i', 'm', 'not', 'quite', 'sure', 'what', 'the', 'hype', 'is', 'about', 'this', 'place', 'we', 'came', 'here', 'for', 'brunch', 'during', 'peak', 'hour', 'but', 'luckily', 'had', 'a', 'reservation', 'so', 'ended', 'up', 'waiting', 'only', 'a', 'few', 'minute', 'our', 'table', 'ordered', 'bordelaise', 'steak', 'frites', 'with', 'caramelized', 'onion', 'and', 'red', 'wine', 'sauce', 'chicken', 'and', 'mushroom', 'crepe', 'with', 'kale', 'and', 'brie', 'seafood', 'crepe', 'with', 'scallop', 'shrimp', 'pea', 'and', 'cream', 'onion', 'soup', 'and', 'egg', 'benedict', 'with', 'canadian', 'bacon', 'and', 'hollandaise', 'sauce', 'the', 'steak', 'frites', 'and', 'onion', 'soup', 'were', 'the', 'best', 'thing', 'we', 'ordered', 'steak', 'frites', 'came', 'with', 'a', 'huge', 'chunk', 'of', 'juicy', 'steak', 'and', 'a', 'side', 'of', 'crispy', 'salted', 'fry', 'onion', 'soup', 'wa', 'also', 'a', 'nice', 'big', 'portion', 'but', 'i', 'can', 't', 'say', 'it', 'stood', 'out', 'from', 'other', 'onion', 'soup', 'i', 've', 'had', 'can', 't', 'speak', 'for', 'the', 'chicken', 'and', 'mushroom', 'crepe', 'since', 'i', 'didn', 't', 'get', 'to', 'try', 'it', 'but', 'everything', 'else', 'truthfully', 'fell', 'short', 'of', 'expectation', 'the', 'seafood', 'crepe', 'not', 'only', 'lacked', 'flavor', 'but', 'also', 'wa', 'too', 'creamy', 'and', 'heavy', 'for', 'my', 'taste', 'the', 'large', 'piece', 'of', 'shrimp', 'and', 'scallop', 'saved', 'the', 'dish', 'but', 'overall', 'the', 'crepe', 'wa', 'just', 'okay', 'egg', 'benedict', 'here', 'is', 'definitely', 'not', 'a', 'stand', 'out', 'dish', 'either', 'the', 'muffin', 'wa', 'too', 'hard', 'and', 'i', 've', 'definitely', 'had', 'better', 'hollandaise', 'sauce']",uczUlWIWuO-KzoUiLhICNw,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
2,2014-12-03,5,"['where', 'to', 'begin', 'now', 'our', 'dining', 'experience', 'here', 'wa', 'not', 'a', 'common', 'one', 'we', 'were', 'treated', 'to', 'dinner', 'here', 'we', 'ate', 'almost', 'everything', 'on', 'the', 'menu', 'although', 'their', 'french', 'onion', 'soup', 'wasn', 't', 'spectacular', 'their', 'baked', 'goat', 'cheese', 'fresh', 'french', 'bread', 'and', 'steak', 'were', 'to', 'die', 'for', 'they', 'had', 'a', 'great', 'wine', 'selection', 'and', 'our', 'server', 'angie', 'wa', 'phenomenal', 'she', 'had', 'great', 'wine', 'recommendation', 'and', 'wa', 'overall', 'a', 'joy', 'to', 'have', 'would', 'definitely', 'eat', 'here', 'again', 'thank', 'you', 'george', 'at', 'the', 'paris', 'for', 'everything']",QoY3L_d_axTcMn68pI8zxQ,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
3,2010-12-04,4,"['charming', 'resturant', 'that', 'look', 'like', 'it', 'would', 'be', 'heavily', 'overpriced', 'been', 'here', 'twice', 'now', 'and', 'really', 'enoued', 'the', 'onion', 'soup', 'they', 'are', 'not', 'stingey', 'on', 'the', 'gruyer', 'cheese', 'endive', 'and', 'pear', 'salad', 'wa', 'a', 'bit', 'salty', 'for', 'my', 'taste', 'but', 'there', 's', 'plenty', 'more', 'to', 'choose', 'from', 'baugettes', 'were', 'real', 'tasty']",nth_q-GqOy_Ly8sxsREIwA,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
4,2010-07-11,5,"['this', 'review', 'is', 'long', 'overdue', 'i', 'have', 'been', 'eating', 'here', 'for', 'year', 'it', 'is', 'always', 'on', 'my', 'must', 'have', 'list', 'when', 'visiting', 'vega', 'i', 'have', 'never', 'been', 'disappointed', 'with', 'the', 'food', 'or', 'service', 'in', 'the', 'many', 'year', 'i', 'have', 'eaten', 'here', 'i', 'love', 'everything', 'on', 'the', 'menu', 'everything', 'honestly', 'you', 'cant', 'go', 'wrong', 'the', 'french', 'onion', 'soup', 'the', 'bread', 'the', 'steak', 'the', 'seafood', 'dessert', 'it', 'is', 'all', 'fabulous', 'thank', 'you', 'mon', 'ami', 'for', 'being', 'my', 'favorite', 'vega', 'restaurant']",l0Lm7Dx69s6aH7a-5dwKDg,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
5,2008-05-16,4,"['this', 'place', 'get', 'an', 'extra', 'star', 'just', 'for', 'their', 'carrot', 'spread', 'alone', 'what', 'the', 'heck', 'do', 'they', 'put', 'in', 'that', 'stuff', 'i', 'wish', 'you', 'could', 'just', 'pay', 'to', 'go', 'there', 'and', 'eat', 'fresh', 'baguette', 'w', 'butter', 'and', 'the', 'carrot', 'stuff', 'took', 'the', 'bf', 'here', 'for', 'an', 'anniversary', 'dinner', 'and', 'while', 'the', 'service', 'and', 'food', 'were', 'both', 'excellent', 'i', 'honestly', 'wish', 'the', 'whole', 'experience', 'had', 'taken', 'longer', 'we', 'definitely', 'weren', 't', 'rushed', 'or', 'anything', 'but', 'all', 'our', 'course', 'came', 'out', 'at', 'lightning', 'speed', 'and', 'considering', 'how', 'fast', 'we', 'devoured', 'all', 'the', 'frenchy', 'goodness', 'we', 'were', 'only', 'there', 'for', 'an', 'hour', 'or', 'so', 'after', 'being', 'promptly', 'seated', 'for', 'our', 'dinner', 'reservation', 'we', 'started', 'with', 'the', 'french', 'onion', 'soup', 'i', 'm', 'not', 'that', 'much', 'of', 'a', 'soup', 'guy', 'but', 'how', 'can', 'you', 'eat', 'at', 'a', 'french', 'restaurant', 'without', 'ordering', 'multiple', 'course', 'and', 'ensuring', 'that', 'the', 'majority', 'include', 'an', 'alarming', 'amount', 'of', 'cheese', 'butter', 'or', 'other', 'source', 'of', 'saturated', 'fat', 'there', 'must', 'have', 'been', 'about', '5', 'lb', 'of', 'gruyere', 'on', 'that', 'bad', 'boy', 'but', 'wow', 'wa', 'it', 'delish', 'next', 'course', 'trout', 'grenoblaise', 'sp', 'and', 'filet', 'mignon', 'the', 'trout', 'wa', 'the', 'perfect', 'portion', 'perfectly', 'seasoned', 'and', 'not', 'too', 'heavy', 'although', 'i', 'didn', 't', 'care', 'too', 'much', 'for', 'the', 'accompanying', 'potato', 'bf', 's', 'filet', 'wa', 'decent', 'but', 'the', 'horseradish', 'sauce', 'on', 'top', 'really', 'made', 'it', 'melt', 'in', 'your', 'mouth', 'up', 'next', 'creme', 'brulee', 'i', 'don', 't', 'think', 'i', 've', 'had', 'enough', 'creme', 'brulee', 'to', 'discern', 'the', 'quality', 'of', 'this', 'particular', 'one', 'but', 'bf', 'said', 'it', 'wa', 'really', 'good', 'overall', 'a', 'great', 'place', 'if', 'you', 'want', 'to', 'eat', 'on', 'the', 'strip', 'while', 'not', 'going', 'broke', 'that', 'offer', 'great', 'but', 'not', 'amazing', 'fare', 'i', 'really', 'wish', 'we', 'had', 'sat', 'on', 'the', 'patio', 'bc', 'it', 's', 'right', 'across', 'from', 'the', 'bellagio', 'fountain', 'if', 'you', 'go', 'take', 'time', 'to', 'enjoy', 'your', 'food', 'and', 'don', 't', 'inhale', 'it', 'like', 'voracious', 'pig', 'and', 'don', 't', 'fill', 'up', 'on', 'the', 'carrot', 'slaw', 'stuff', 'even', 'though', 'it', 's', 'hard']",-RR6sy7KqQ7J_x5hQxEUkA,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
6,2014-12-30,5,"['brunch', 'with', 'the', 'family', 'wa', 'out', 'of', 'this', 'world', 'waffle', 'pancake', 'kale', 'salad', 'onion', 'soup', 'bacon', 'everything', 'is', 'delicious', 'waffle', 'are', 'crisp', 'while', 'ha', 'a', 'nice', 'body', 'to', 'it', 'nor', 'wonder', 'saw', 'a', 'long', 'line', 'a', 'we', 'were', 'departing']",EL1LCOPj40kQjLweA81Uww,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
7,2011-04-28,5,"['this', 'place', 'is', 'amazing', 'food', 'is', 'superb', 'and', 'the', 'customer', 'service', 'is', 'out', 'of', 'this', 'world', 'after', 'a', 'seating', 'mix', 'up', 'the', 'hostess', 'reseated', 'u', 'in', 'the', 'best', 'seat', 'in', 'the', 'whole', 'restaraunt', 'with', 'an', 'amazing', 'view', 'of', 'bellagios', 'i', 'had', 'the', 'skate', 'that', 'wa', 'delicious', 'and', 'my', 'mother', 'had', 'the', 'infamous', 'onion', 'soup', 'the', 'escargot', 'were', 'the', 'best', 'i', 'ever', 'had', 'and', 'i', 'will', 'be', 'craving', 'them', 'all', 'week', 'definitely', 'one', 'of', 'the', 'best', 'place', 'in', 'sin', 'city', 'to', 'eat', 'the', 'whole', 'experience', 'wa', 'breath', 'taking']",d0RoeESPIt0dwtIPeZHuHA,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
8,2011-07-02,5,"['by', 'far', 'my', 'wife', 's', 'favorite', 'restaurant', 'in', 'town', 'the', 'french', 'onion', 'soup', 'is', 'out', 'of', 'this', 'world', 'and', 'the', 'skate', 'fish', 'entree', 'is', 'terrific', 'steak', 'are', 'great', 'and', 'service', 'is', 'top', 'notch', 'this', 'place', 'is', 'expensive', 'so', 'we', 'do', 'not', 'get', 'to', 'eat', 'here', 'often', 'but', 'when', 'we', 'do', 'it', 'is', 'always', 'worth', 'the', 'money']",xXYvjebsbugZBvV7Dsjp-w,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
9,2014-01-12,5,"['i', 'love', 'this', 'place', 'went', 'here', 'for', 'my', 'mom', 's', 'birthday', 'dinner', 'with', 'some', 'of', 'her', 'friend', 'who', 'had', 'been', 'there', 'before', 'i', 'got', 'the', 'french', 'onion', 'soup', 'which', 'had', 'to', 'have', 'been', 'the', 'best', 'french', 'onion', 'soup', 'of', 'my', 'life', 'for', 'dinner', 'i', 'had', 'the', 'entree', 'sized', 'scallop', 'with', 'brussel', 'sprout', 'i', 'don', 't', 'usually', 'like', 'brussel', 'sprout', 'but', 'this', 'place', 'happened', 'to', 'make', 'them', 'phenomenal', 'overall', 'an', 'excellent', 'place', 'i', 'll', 'definitely', 'be', 'going', 'back', 'they', 'also', 'give', 'you', 'their', 'recipe', 'for', 'certain', 'thing', 'if', 'you', 'ask']",w5NsaqryEeRgxnNzJPJNCg,4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi
